Date,StockName,CurrentPrice,Sector,MarketCap,Volume,PERatio,DividendYield,Momentum,Volatility,RelativeStrength,MarketMovementClass
2023-01-06,HealthcareStock6,372.02,Healthcare,8530925717.15,468912.36,26.16,0.0699,0.08,0.16,67.07,5
2023-01-07,HealthcareStock6,375.74,Healthcare,730578459.62,408861.13,45.83,0.0592,1.71,0.2473,34.78,5
2023-01-08,HealthcareStock6,375.74,Healthcare,24755056862.31,424179.41,37.14,0.0689,-0.17,0.1189,40.8,4
2023-01-09,HealthcareStock6,375.74,Healthcare,9670453930.27,643848.41,44.49,0.0335,-0.25,0.0368,95.04,4
2023-01-10,HealthcareStock6,402.05,Healthcare,4291035328.95,24848.52,12.25,0.0797,0.01,0.1336,84.84,7
2023-01-11,HealthcareStock6,373.9,Healthcare,22749841935.02,284255.19,43.81,0.0227,1.12,0.1199,22.15,1
2023-01-12,HealthcareStock6,347.73,Healthcare,14436206974.02,296301.22,41.4,0.064,2.25,0.0908,60.43,1
2023-01-13,HealthcareStock6,351.21,Healthcare,15128285882.62,282692.21,16.93,0.0429,-2.07,0.1761,9.11,5
2023-01-14,HealthcareStock6,351.21,Healthcare,7782702914.7,204984.09,23.57,0.0182,-1.82,0.1188,44.89,4
2023-01-15,HealthcareStock6,351.21,Healthcare,7428014490.23,164194.11,44.62,0.0347,-0.47,0.0088,49.8,4
2023-01-16,HealthcareStock6,351.21,Healthcare,19781768995.62,709960.86,12.99,0.0202,-0.01,0.1126,21.42,4
2023-01-17,HealthcareStock6,337.16,Healthcare,11202012007.11,152250.75,36.95,0.0427,-0.48,0.0462,60.62,2
2023-01-18,HealthcareStock6,337.16,Healthcare,19879873972.66,322497.09,8.91,0.0178,-0.3,0.1301,65.83,4
2023-01-19,HealthcareStock6,330.41,Healthcare,725234979.68,523747.99,32.26,0.077,-0.79,0.2461,57.34,2
2023-01-20,HealthcareStock6,340.33,Healthcare,28250362557.97,329748.95,15.68,0.021,1.69,0.0031,50.32,6
2023-01-21,HealthcareStock6,326.71,Healthcare,23730707217.47,807910.43,18.03,0.0531,0.95,0.0179,84.52,2
2023-01-22,HealthcareStock6,326.71,Healthcare,22693246296.13,884516.2,27.31,0.0251,-0.78,0.0711,38.85,4
2023-01-23,HealthcareStock6,329.98,Healthcare,23995509094.5,409772.9,14.66,0.0285,-0.83,0.0555,74.33,5
2023-01-24,HealthcareStock6,323.38,Healthcare,14863450378.08,392000.85,49.19,0.0313,1.69,0.1545,41.88,2
2023-01-25,HealthcareStock6,323.38,Healthcare,2050020993.61,521381.05,27.71,0.012,0.23,0.0839,19.65,4
2023-01-26,HealthcareStock6,316.91,Healthcare,5762649396.72,958256.95,43.46,0.0184,-1.08,0.0641,49.19,2
2023-01-27,HealthcareStock6,294.73,Healthcare,19884083517.21,527926.57,45.44,0.0132,0.57,0.0596,12.72,1
2023-01-28,HealthcareStock6,294.73,Healthcare,5259488774.59,262173.3,16.85,0.0445,0.59,0.0117,12.64,4
2023-01-29,HealthcareStock6,315.36,Healthcare,7516070843.84,775145.2,20.25,0.0114,-0.43,0.0806,65.89,7
2023-01-30,HealthcareStock6,315.36,Healthcare,15043943717.53,500861.28,37.95,0.007,0.71,0.0304,5.78,4
2023-01-31,HealthcareStock6,302.75,Healthcare,21781577124.27,442908.83,23.16,0.011,-1.08,0.002,47.66,2
2023-02-01,HealthcareStock6,302.75,Healthcare,8043423634.54,485978.31,49.64,0.0549,-0.29,0.115,76.79,4
2023-02-02,HealthcareStock6,281.55,Healthcare,3707565854.97,211039.89,23.09,0.0677,1.29,0.1285,70.93,1
2023-02-03,HealthcareStock6,281.55,Healthcare,10239273981.11,581282.81,20.4,0.0067,1.01,0.1332,32.9,4
2023-02-04,HealthcareStock6,281.55,Healthcare,7587659787.35,349613.57,23.48,0.0576,0.69,0.0018,4.19,4
2023-02-05,HealthcareStock6,281.55,Healthcare,16566165815.81,920995.02,7.21,0.0459,-0.43,0.0589,87.63,4
2023-02-06,HealthcareStock6,261.85,Healthcare,19249053092.22,933782.09,34.57,0.0351,-0.48,0.003,68.98,1
2023-02-07,HealthcareStock6,261.85,Healthcare,3485212905.53,222129.09,7.9,0.0459,0.11,0.2372,81.71,4
2023-02-08,HealthcareStock6,264.46,Healthcare,16382702048.62,22628.91,36.29,0.0334,1.94,0.0853,35.02,5
2023-02-09,HealthcareStock6,272.4,Healthcare,3885350828.6,674796.69,5.2,0.074,-1.13,0.1487,21.43,6
2023-01-01,HealthcareStock7,296.71,Healthcare,1300591970.79,326455.54,41.47,0.0552,0.95,0.1074,31.1,4
2023-01-02,HealthcareStock7,284.84,Healthcare,7968220106.05,833467.45,49.12,0.0395,0.79,0.1778,7.51,2
2023-01-03,HealthcareStock7,293.39,Healthcare,10897336733.87,913458.38,40.12,0.0604,1.61,0.1353,63.8,6
2023-01-04,HealthcareStock7,293.39,Healthcare,16376567000.5,986549.88,37.95,0.0622,-0.31,0.0405,8.38,4
2023-01-05,HealthcareStock7,293.39,Healthcare,15224994009.42,830889.96,24.97,0.0457,-0.56,0.0033,61.52,4
2023-01-06,HealthcareStock7,296.32,Healthcare,4916711167.67,598388.42,31.71,0.0131,-1.36,0.0532,17.13,5
2023-01-07,HealthcareStock7,296.32,Healthcare,18174832512.05,647116.6,8.96,0.0715,-1.57,0.0932,46.24,4
2023-01-08,HealthcareStock7,296.32,Healthcare,25629967235.24,929968.37,18.66,0.0691,0.46,0.1522,27.45,4
2023-01-09,HealthcareStock7,299.28,Healthcare,457034348.64,569170.97,20.26,0.0258,0.97,0.0399,60.92,5
2023-01-10,HealthcareStock7,302.28,Healthcare,8220440350.85,524306.84,25.27,0.0009,1.95,0.0687,59.19,5
2023-01-11,HealthcareStock7,302.28,Healthcare,17399817771.82,76082.75,10.24,0.0477,-0.38,0.0206,42.96,4
2023-01-12,HealthcareStock7,302.28,Healthcare,10140118609.95,723229.37,33.97,0.0266,0.73,0.1255,63.74,4
2023-01-13,HealthcareStock7,302.28,Healthcare,643116293.92,699542.11,21.92,0.0754,0.34,0.1243,25.22,4
2023-01-14,HealthcareStock7,296.23,Healthcare,10278647065.36,481802.26,18.32,0.0412,0.05,0.0865,72.49,2
2023-01-15,HealthcareStock7,296.23,Healthcare,18773162514.46,347170.18,18.55,0.0463,2.71,0.0064,28.67,4
2023-01-16,HealthcareStock7,296.23,Healthcare,2756694031.34,61753.61,16.41,0.0059,0.1,0.0298,27.26,4
2023-01-17,HealthcareStock7,299.19,Healthcare,14664723741.08,312520.69,28.29,0.0306,-0.98,0.0163,99.7,5
2023-01-18,HealthcareStock7,299.19,Healthcare,10613827148.55,713107.75,21.38,0.0667,1.75,0.0365,10.75,4
2023-01-19,HealthcareStock7,302.19,Healthcare,22312162100.19,219599.61,11.54,0.0253,-0.48,0.0045,39.72,5
2023-01-20,HealthcareStock7,302.19,Healthcare,28816168964.1,521568.68,41.86,0.0438,-0.07,0.0185,57.55,4
2023-01-21,HealthcareStock7,323.34,Healthcare,27824500984.04,236072.06,14.9,0.0161,-0.53,0.1353,50.44,7
2023-01-22,HealthcareStock7,323.34,Healthcare,8434729478.16,509977.77,6.37,0.0105,0.31,0.0476,42.29,4
2023-01-23,HealthcareStock7,323.34,Healthcare,12167174700.31,743372.07,40.29,0.0611,-0.88,0.066,33.8,4
2023-01-24,HealthcareStock7,323.34,Healthcare,10912175756.61,757390.8,19.82,0.0111,0.27,0.0057,22.59,4
2023-01-25,HealthcareStock7,323.34,Healthcare,14183007015.64,80314.32,26.95,0.0562,1.09,0.0039,28.89,4
2023-01-26,HealthcareStock7,310.4,Healthcare,29091109883.72,384414.39,30.94,0.0634,1.19,0.0965,13.54,2
2023-01-27,HealthcareStock7,304.2,Healthcare,4662221798.35,813118.25,15.02,0.0574,0.04,0.0687,54.0,2
2023-01-28,HealthcareStock7,304.2,Healthcare,10118523495.79,480898.48,32.13,0.0789,-0.08,0.0991,65.74,4
2023-01-29,HealthcareStock7,307.24,Healthcare,12259464875.82,962144.85,23.71,0.0481,0.14,0.0065,24.46,5
2023-01-30,HealthcareStock7,307.24,Healthcare,16148678075.33,275871.57,39.95,0.0442,-1.27,0.1155,48.13,4
2023-01-31,HealthcareStock7,307.24,Healthcare,12623248918.23,206388.81,48.27,0.0409,-0.59,0.1555,35.51,4
2023-02-01,HealthcareStock7,307.24,Healthcare,12753609282.97,548738.31,29.46,0.0398,-0.01,0.1121,16.91,4
2023-02-02,HealthcareStock7,294.95,Healthcare,27528144674.84,608900.51,34.68,0.0321,0.25,0.0727,76.92,2
2023-02-03,HealthcareStock7,294.95,Healthcare,28327234913.49,822256.68,43.43,0.0138,-0.93,0.0997,27.09,4
2023-02-04,HealthcareStock7,297.9,Healthcare,1238242681.84,85338.99,17.33,0.016,0.7,0.0629,56.31,5
2023-02-05,HealthcareStock7,253.21,Healthcare,11015539180.76,413806.08,10.13,0.0541,1.06,0.0967,72.85,0
2023-02-06,HealthcareStock7,215.23,Healthcare,20541303293.64,816066.68,45.68,0.0013,0.72,0.182,94.56,0
2023-02-07,HealthcareStock7,215.23,Healthcare,12984933160.7,481574.91,46.98,0.0061,1.98,0.0012,79.19,4
2023-02-08,HealthcareStock7,215.23,Healthcare,19582381529.02,942571.53,7.89,0.0322,0.87,0.0078,84.66,4
2023-02-09,HealthcareStock7,206.62,Healthcare,2109615055.91,593374.67,28.95,0.0213,0.9,0.0226,38.39,2
2023-01-01,HealthcareStock8,371.04,Healthcare,4873885437.01,928654.86,25.43,0.0588,-0.08,0.0022,10.05,4
2023-01-02,HealthcareStock8,371.04,Healthcare,25715490291.79,341387.97,36.3,0.0559,-0.07,0.1892,91.49,4
2023-01-03,HealthcareStock8,371.04,Healthcare,16910624626.63,207387.01,18.84,0.0034,-1.33,0.0704,30.42,4
2023-01-04,HealthcareStock8,371.04,Healthcare,12390850900.68,249773.93,12.61,0.062,-0.13,0.1073,50.69,4
2023-01-05,HealthcareStock8,371.04,Healthcare,23633432595.88,812613.47,7.01,0.0237,-0.73,0.045,28.92,4
2023-01-06,HealthcareStock8,371.04,Healthcare,19541414104.66,667067.43,22.15,0.0576,-1.25,0.0978,54.12,4
2023-01-07,HealthcareStock8,345.07,Healthcare,3070797587.96,423789.85,47.43,0.0577,0.7,0.147,82.03,1
2023-01-08,HealthcareStock8,345.07,Healthcare,7911914473.75,516903.16,29.7,0.0431,0.62,0.009,90.22,4
2023-01-09,HealthcareStock8,348.52,Healthcare,28000036627.3,943993.83,9.43,0.0212,1.21,0.0017,50.52,5
2023-01-10,HealthcareStock8,348.52,Healthcare,5143092340.6,259889.67,37.93,0.0132,-1.29,0.0818,34.99,4
2023-01-11,HealthcareStock8,348.52,Healthcare,13040456936.46,559710.69,9.5,0.0644,1.45,0.127,72.54,4
2023-01-12,HealthcareStock8,341.55,Healthcare,30255263392.13,620062.01,24.29,0.0146,-0.62,0.111,80.97,2
2023-01-13,HealthcareStock8,341.55,Healthcare,26235185486.15,446789.09,37.24,0.0309,0.56,0.1224,97.6,4
2023-01-14,HealthcareStock8,341.55,Healthcare,15928416975.94,677261.36,29.37,0.0675,0.37,0.0901,85.63,4
2023-01-15,HealthcareStock8,327.89,Healthcare,11615698503.02,877656.73,14.07,0.0063,0.53,0.0457,16.27,2
2023-01-16,HealthcareStock8,331.16,Healthcare,22847055935.18,524881.86,42.36,0.0335,-0.62,0.0881,50.52,5
2023-01-17,HealthcareStock8,331.16,Healthcare,26742377320.39,793439.2,31.16,0.0625,0.82,0.1059,40.94,4
2023-01-18,HealthcareStock8,334.48,Healthcare,10201528199.63,21752.63,18.53,0.0462,0.63,0.2242,87.66,5
2023-01-19,HealthcareStock8,344.51,Healthcare,9415968944.8,467519.07,29.71,0.0759,-0.77,0.1434,0.81,6
2023-01-20,HealthcareStock8,292.83,Healthcare,13644904820.73,493451.56,6.02,0.055,0.51,0.1767,30.09,0
2023-01-21,HealthcareStock8,286.98,Healthcare,11855091893.21,239950.63,29.07,0.0159,-1.23,0.003,67.1,2
2023-01-22,HealthcareStock8,286.98,Healthcare,3423361224.05,473124.39,8.19,0.0479,0.2,0.1715,51.75,4
2023-01-23,HealthcareStock8,295.59,Healthcare,16363453333.12,587168.49,23.07,0.0759,-0.73,0.0942,84.42,6
2023-01-24,HealthcareStock8,295.59,Healthcare,24544940177.91,824659.19,13.5,0.0561,-1.02,0.1057,29.63,4
2023-01-25,HealthcareStock8,295.59,Healthcare,7021004684.39,10896.78,37.19,0.0137,-0.25,0.038,37.99,4
2023-01-26,HealthcareStock8,295.59,Healthcare,1599843372.53,970867.6,37.22,0.0259,-0.54,0.19,62.62,4
2023-01-27,HealthcareStock8,283.76,Healthcare,5591284860.32,860840.24,16.53,0.0304,0.37,0.0838,34.17,2
2023-01-28,HealthcareStock8,283.76,Healthcare,836715066.45,738286.23,26.92,0.0651,0.03,0.0894,36.01,4
2023-01-29,HealthcareStock8,283.76,Healthcare,19664706337.19,885157.8,14.31,0.0735,-0.36,0.0623,10.6,4
2023-01-30,HealthcareStock8,272.41,Healthcare,8126372183.44,618041.89,41.19,0.0719,0.02,0.2278,4.34,2
2023-01-31,HealthcareStock8,272.41,Healthcare,5104683375.43,650599.46,25.89,0.0396,0.56,0.0088,21.47,4
2023-02-01,HealthcareStock8,272.41,Healthcare,20121958498.66,561275.97,46.81,0.0302,-0.87,0.0077,60.9,4
2023-02-02,HealthcareStock8,266.96,Healthcare,4503848670.94,549085.98,28.95,0.0061,0.92,0.148,18.9,2
2023-02-03,HealthcareStock8,266.96,Healthcare,19304723156.57,534141.38,22.8,0.0258,0.61,0.0154,67.17,4
2023-02-04,HealthcareStock8,256.29,Healthcare,11944922720.09,891915.89,9.25,0.0791,-0.19,0.0589,84.47,2
2023-02-05,HealthcareStock8,256.29,Healthcare,11441793564.12,637900.66,39.85,0.0027,-1.25,0.0372,34.59,4
2023-02-06,HealthcareStock8,256.29,Healthcare,12157425028.87,340795.05,9.83,0.0117,-0.03,0.0517,95.44,4
2023-02-07,HealthcareStock8,246.03,Healthcare,23294583798.37,736027.9,33.69,0.0516,1.93,0.0047,58.68,2
2023-02-08,HealthcareStock8,248.49,Healthcare,2026449703.44,693794.03,29.03,0.0303,1.15,0.1526,89.1,5
2023-02-09,HealthcareStock8,248.49,Healthcare,20537493704.41,408134.82,9.61,0.0049,-0.14,0.0525,33.72,4
2023-01-01,HealthcareStock9,361.79,Healthcare,2183232100.85,228912.03,17.34,0.0438,-0.36,0.1225,35.56,4
2023-01-02,HealthcareStock9,361.79,Healthcare,18636148955.81,136571.24,38.25,0.0318,-0.73,0.1399,49.78,4
2023-01-03,HealthcareStock9,361.79,Healthcare,9026158440.57,404517.01,5.86,0.0618,1.19,0.0667,81.38,4
2023-01-04,HealthcareStock9,361.79,Healthcare,7717487086.91,739855.4,36.49,0.0197,0.4,0.017,72.23,4
2023-01-05,HealthcareStock9,354.55,Healthcare,15874579800.58,80787.99,22.53,0.0593,-1.57,0.1053,59.54,2
2023-01-06,HealthcareStock9,358.1,Healthcare,2045008258.22,391615.73,12.12,0.0556,0.31,0.0731,28.62,5
2023-01-07,HealthcareStock9,350.94,Healthcare,32882403988.24,28339.33,24.7,0.0017,0.24,0.3688,32.17,2
2023-01-08,HealthcareStock9,336.9,Healthcare,12890569677.73,675540.31,40.21,0.0425,-1.31,0.0394,28.73,2
2023-01-09,HealthcareStock9,330.16,Healthcare,8478625137.43,232637.91,28.38,0.045,1.1,0.0492,56.02,2
2023-01-10,HealthcareStock9,323.56,Healthcare,8733636447.93,48860.52,18.74,0.0596,0.97,0.0704,45.53,2
2023-01-11,HealthcareStock9,323.56,Healthcare,12750544426.84,168314.11,22.92,0.0464,-2.07,0.0089,50.83,4
2023-01-12,HealthcareStock9,300.91,Healthcare,9625936129.89,821669.47,29.93,0.036,-1.0,0.1059,38.31,1
2023-01-13,HealthcareStock9,303.92,Healthcare,29405337688.61,444268.83,22.7,0.0677,1.52,0.2136,23.09,5
2023-01-14,HealthcareStock9,303.92,Healthcare,16310332421.62,810944.2,40.13,0.0172,0.89,0.0642,34.61,4
2023-01-15,HealthcareStock9,297.84,Healthcare,375451998.55,456394.62,20.86,0.0444,0.33,0.029,25.78,2
2023-01-16,HealthcareStock9,291.88,Healthcare,14182800431.9,503862.51,14.68,0.0217,0.53,0.0806,77.01,2
2023-01-17,HealthcareStock9,291.88,Healthcare,20926444690.53,738576.04,11.22,0.0773,-0.5,0.0543,18.62,4
2023-01-18,HealthcareStock9,280.21,Healthcare,4118907586.1,750680.18,26.13,0.0626,0.62,0.1456,68.64,2
2023-01-19,HealthcareStock9,260.59,Healthcare,8304059803.41,641443.96,5.42,0.0026,0.44,0.0851,26.54,1
2023-01-20,HealthcareStock9,260.59,Healthcare,20704966984.01,313726.34,6.62,0.0746,-0.76,0.03,49.19,4
2023-01-21,HealthcareStock9,260.59,Healthcare,5978811910.99,276795.15,15.92,0.0793,0.33,0.1333,92.53,4
2023-01-22,HealthcareStock9,250.17,Healthcare,24295100390.15,948002.46,44.81,0.0172,1.3,0.0668,98.6,2
2023-01-23,HealthcareStock9,245.17,Healthcare,18837720021.18,345413.16,12.9,0.0337,-0.17,0.1438,53.75,2
2023-01-24,HealthcareStock9,274.59,Healthcare,11123979654.98,619246.75,21.44,0.0314,0.37,0.0166,54.24,8
2023-01-25,HealthcareStock9,274.59,Healthcare,2699578554.49,219046.46,27.6,0.0016,0.12,0.1672,1.5,4
2023-01-26,HealthcareStock9,269.09,Healthcare,13963047943.09,577417.76,46.66,0.0516,0.71,0.0141,78.49,2
2023-01-27,HealthcareStock9,263.71,Healthcare,3679683169.24,679053.52,30.19,0.0632,0.73,0.1392,98.64,2
2023-01-28,HealthcareStock9,263.71,Healthcare,3216624242.36,829990.83,16.33,0.0622,0.05,0.0126,59.6,4
2023-01-29,HealthcareStock9,263.71,Healthcare,9777553589.74,359474.7,33.64,0.0601,-1.03,0.0607,49.4,4
2023-01-30,HealthcareStock9,263.71,Healthcare,12683170471.41,541257.05,39.7,0.0529,0.89,0.0204,16.26,4
2023-01-31,HealthcareStock9,295.36,Healthcare,3770658711.9,24800.47,45.05,0.0196,0.82,0.0602,85.9,8
2023-02-01,HealthcareStock9,330.8,Healthcare,9960390966.53,713140.91,10.19,0.0325,-0.39,0.1015,59.11,8
2023-02-02,HealthcareStock9,330.8,Healthcare,21485251307.48,973165.45,7.51,0.0459,-0.06,0.1128,7.85,4
2023-02-03,HealthcareStock9,330.8,Healthcare,11205983173.07,163392.37,43.21,0.0417,-1.34,0.032,91.08,4
2023-02-04,HealthcareStock9,324.18,Healthcare,9505081606.87,521668.4,16.85,0.0168,-0.8,0.0192,5.82,2
2023-02-05,HealthcareStock9,324.18,Healthcare,23453405168.47,559258.69,24.03,0.0453,0.58,0.0178,5.49,4
2023-02-06,HealthcareStock9,324.18,Healthcare,28929276989.93,805845.86,13.28,0.0237,-0.45,0.0234,81.19,4
2023-02-07,HealthcareStock9,324.18,Healthcare,23740398637.91,109238.96,37.3,0.0544,-0.06,0.0221,14.88,4
2023-02-08,HealthcareStock9,324.18,Healthcare,29765854578.31,397564.93,43.02,0.0,0.64,0.027,9.7,4
2023-02-09,HealthcareStock9,324.18,Healthcare,14814630410.03,939083.53,10.51,0.017,-0.06,0.0448,27.78,4
2023-01-01,HealthcareStock10,436.25,Healthcare,26958302830.21,536591.59,9.13,0.0356,-0.22,0.032,0.31,4
2023-01-02,HealthcareStock10,436.25,Healthcare,5126913870.8,478065.41,35.47,0.07,-1.26,0.0968,25.35,4
2023-01-03,HealthcareStock10,436.25,Healthcare,12088512774.32,516322.04,24.81,0.041,-1.03,0.1575,25.13,4
2023-01-04,HealthcareStock10,427.53,Healthcare,15219144693.04,744388.41,39.05,0.0534,0.48,0.1445,57.07,2
2023-01-05,HealthcareStock10,427.53,Healthcare,23705584184.49,496872.73,30.45,0.0572,0.3,0.0465,13.59,4
2023-01-06,HealthcareStock10,410.43,Healthcare,40070829306.41,957421.85,7.72,0.0355,-0.06,0.1362,83.02,2
2023-01-07,HealthcareStock10,439.16,Healthcare,28014308903.79,360366.61,32.15,0.025,-1.89,0.063,29.34,7
2023-01-08,HealthcareStock10,408.42,Healthcare,33394698059.12,455879.38,19.63,0.0377,-0.19,0.016,85.77,1
2023-01-09,HealthcareStock10,412.5,Healthcare,39073755188.77,403513.11,14.77,0.0299,-1.0,0.0516,60.73,5
2023-01-10,HealthcareStock10,412.5,Healthcare,35765628996.16,41788.48,33.97,0.061,0.45,0.03,72.9,4
2023-01-11,HealthcareStock10,424.88,Healthcare,14417310901.87,508177.32,5.63,0.0006,-0.37,0.024,26.02,6
2023-01-12,HealthcareStock10,416.38,Healthcare,1592014948.52,910211.1,5.37,0.0589,0.3,0.0768,67.22,2
2023-01-13,HealthcareStock10,353.92,Healthcare,34862077999.76,879054.28,45.28,0.0527,0.76,0.03,29.15,0
2023-01-14,HealthcareStock10,353.92,Healthcare,3848318265.64,922736.07,11.33,0.018,1.53,0.0337,61.94,4
2023-01-15,HealthcareStock10,346.84,Healthcare,379224775.34,759579.07,49.33,0.0648,0.91,0.009,40.98,2
2023-01-16,HealthcareStock10,346.84,Healthcare,16730269978.82,453147.63,39.88,0.0421,-1.13,0.0854,3.77,4
2023-01-17,HealthcareStock10,346.84,Healthcare,8243135236.77,156652.58,34.42,0.0545,0.02,0.1654,89.41,4
2023-01-18,HealthcareStock10,357.25,Healthcare,28912012264.22,639237.55,18.67,0.0786,-0.86,0.0654,44.22,6
2023-01-19,HealthcareStock10,342.96,Healthcare,33565669274.54,592549.22,30.06,0.0525,-0.51,0.0003,61.23,2
2023-01-20,HealthcareStock10,342.96,Healthcare,14492791712.47,759722.62,15.22,0.0177,-0.4,0.1063,84.7,4
2023-01-21,HealthcareStock10,346.39,Healthcare,13474354514.35,593227.55,37.44,0.0193,0.18,0.0045,33.78,5
2023-01-22,HealthcareStock10,346.39,Healthcare,7980004239.58,268588.17,28.04,0.0256,-0.52,0.0733,3.57,4
2023-01-23,HealthcareStock10,346.39,Healthcare,17222256500.56,103300.64,12.73,0.0082,-0.8,0.0222,75.43,4
2023-01-24,HealthcareStock10,322.14,Healthcare,8275219941.89,891760.01,37.33,0.0058,-0.03,0.133,84.68,1
2023-01-25,HealthcareStock10,322.14,Healthcare,22067122863.92,993566.54,15.46,0.0499,-0.56,0.0048,1.45,4
2023-01-26,HealthcareStock10,309.26,Healthcare,20182021800.12,571491.46,29.9,0.0025,0.8,0.0058,39.76,2
2023-01-27,HealthcareStock10,309.26,Healthcare,24184392656.27,786086.03,28.37,0.0686,0.89,0.0249,24.02,4
2023-01-28,HealthcareStock10,303.07,Healthcare,1896898278.14,797626.02,23.77,0.0183,0.31,0.0208,83.39,2
2023-01-29,HealthcareStock10,303.07,Healthcare,18788823134.2,479582.31,22.62,0.0732,-0.22,0.1008,34.46,4
2023-01-30,HealthcareStock10,303.07,Healthcare,14033830560.33,523700.64,11.3,0.0411,-0.7,0.0572,6.48,4
2023-01-31,HealthcareStock10,303.07,Healthcare,13128012926.81,630377.25,37.74,0.0543,-2.34,0.0615,37.6,4
2023-02-01,HealthcareStock10,303.07,Healthcare,15148851484.04,850640.93,44.36,0.0136,0.34,0.0956,30.12,4
2023-02-02,HealthcareStock10,281.86,Healthcare,25078243894.7,234631.76,46.82,0.0574,-0.72,0.0632,23.42,1
2023-02-03,HealthcareStock10,281.86,Healthcare,5084072108.99,312377.38,19.47,0.0128,0.61,0.0627,16.72,4
2023-02-04,HealthcareStock10,262.13,Healthcare,16594144047.17,976223.29,19.9,0.0095,0.86,0.015,78.41,1
2023-02-05,HealthcareStock10,262.13,Healthcare,8437970561.23,546461.37,9.11,0.0543,1.81,0.0399,79.04,4
2023-02-06,HealthcareStock10,256.88,Healthcare,6913625188.29,517465.02,19.88,0.0688,1.42,0.0124,58.06,2
2023-02-07,HealthcareStock10,256.88,Healthcare,8717223180.76,833102.46,17.36,0.0437,-0.13,0.1485,31.82,4
2023-02-08,HealthcareStock10,251.75,Healthcare,24351693875.71,168473.36,40.43,0.0787,0.66,0.0147,1.18,2
2023-02-09,HealthcareStock10,251.75,Healthcare,12747936112.42,874650.32,8.78,0.0545,1.15,0.1224,94.23,4
2023-01-01,EnergyStock1,384.38,Energy,18310834805.64,403973.53,18.96,0.0361,-1.16,0.1981,97.93,1
2023-01-02,EnergyStock1,369.01,Energy,34059546404.3,485434.35,33.07,0.0664,-0.96,0.1932,40.95,2
2023-01-03,EnergyStock1,369.01,Energy,34180044024.13,830640.59,9.9,0.0086,-0.89,0.016,61.91,4
2023-01-04,EnergyStock1,354.25,Energy,18674035857.24,17147.75,19.25,0.0542,0.42,0.0014,87.41,2
2023-01-05,EnergyStock1,354.25,Energy,1949472456.89,847170.04,46.01,0.0657,0.88,0.0946,90.8,4
2023-01-06,EnergyStock1,347.16,Energy,31563008152.98,316386.76,48.94,0.0225,0.28,0.1833,47.79,2
2023-01-07,EnergyStock1,340.22,Energy,24105757592.18,198901.4,29.88,0.0203,-0.63,0.0734,41.41,2
2023-01-08,EnergyStock1,333.41,Energy,16551810591.91,873740.87,37.04,0.0464,0.26,0.0559,16.64,2
2023-01-09,EnergyStock1,333.41,Energy,8587259443.94,422878.24,20.77,0.0687,0.18,0.1036,14.21,4
2023-01-10,EnergyStock1,333.41,Energy,30208133844.11,440261.58,26.96,0.0742,-1.77,0.2993,57.83,4
2023-01-11,EnergyStock1,333.41,Energy,3861407913.6,822899.42,24.6,0.0058,-0.54,0.1264,10.04,4
2023-01-12,EnergyStock1,333.41,Energy,29384693418.44,888875.97,48.09,0.0694,-0.47,0.1121,60.15,4
2023-01-13,EnergyStock1,333.41,Energy,12382128740.44,905429.19,27.65,0.0372,-0.0,0.014,17.84,4
2023-01-14,EnergyStock1,333.41,Energy,27202389272.41,779091.72,40.49,0.0566,0.6,0.041,89.34,4
2023-01-15,EnergyStock1,326.74,Energy,4546688995.15,975848.92,44.07,0.0715,0.11,0.0998,64.64,2
2023-01-16,EnergyStock1,326.74,Energy,1983154140.7,748048.05,27.74,0.0518,-3.84,0.1237,17.18,4
2023-01-17,EnergyStock1,320.21,Energy,5355963997.09,203709.63,48.78,0.0122,0.61,0.1559,61.02,2
2023-01-18,EnergyStock1,313.81,Energy,24972037307.74,787350.84,15.68,0.0231,-0.51,0.024,41.83,2
2023-01-19,EnergyStock1,313.81,Energy,6136067868.45,453744.32,32.05,0.0262,0.54,0.0449,32.36,4
2023-01-20,EnergyStock1,316.94,Energy,3566910327.95,839351.81,11.87,0.0066,-0.43,0.2186,90.79,5
2023-01-21,EnergyStock1,316.94,Energy,9327044143.69,505727.56,25.52,0.0276,1.06,0.0788,85.3,4
2023-01-22,EnergyStock1,339.13,Energy,9291805181.48,718932.55,22.74,0.0542,0.21,0.001,72.89,7
2023-01-23,EnergyStock1,362.87,Energy,30358332526.61,903872.0,41.65,0.0367,-0.71,0.135,2.02,7
2023-01-24,EnergyStock1,362.87,Energy,18506575920.71,529997.96,48.83,0.0729,-0.41,0.1056,42.4,4
2023-01-25,EnergyStock1,362.87,Energy,29048054661.7,528797.29,30.74,0.0682,-0.32,0.0269,71.39,4
2023-01-26,EnergyStock1,362.87,Energy,10947842279.4,59518.63,26.93,0.0284,0.84,0.1068,76.95,4
2023-01-27,EnergyStock1,355.61,Energy,2096435259.44,850265.17,5.45,0.075,-1.48,0.1058,24.65,2
2023-01-28,EnergyStock1,302.27,Energy,7348683540.26,146351.02,32.55,0.0133,2.46,0.0781,29.8,0
2023-01-29,EnergyStock1,281.11,Energy,1317885653.28,36083.86,38.26,0.0254,-0.32,0.1374,45.3,1
2023-01-30,EnergyStock1,281.11,Energy,20124761953.83,280767.84,10.47,0.0445,-0.63,0.1906,64.69,4
