UserID,Age_Group,Income_Level,Primary_Financial_Goal,Risk_Tolerance,Stocks,Bonds,Real Estate,Mutual Funds,ETFs,Cryptocurrency,Recommended_Strategy
606,36-45,Medium-High,Wealth Accumulation,Conservative,64,8,10,0,18,0,Low-Risk Preservation
607,46-55,Low,Home Purchase,Aggressive,42,54,2,0,2,0,High-Risk Aggressive
608,18-25,Medium,Short-term Savings,Moderate-Conservative,55,32,4,7,2,0,Conservative Growth
609,46-55,Medium,Wealth Accumulation,Moderate-Conservative,40,36,21,1,1,1,Conservative Growth
610,65+,Low,Education,Moderate-Aggressive,20,56,18,2,3,1,Aggressive Growth
611,46-55,High,Short-term Savings,Aggressive,94,6,0,0,0,0,High-Risk Aggressive
612,36-45,Medium,Wealth Accumulation,Moderate-Aggressive,4,15,42,18,14,7,Aggressive Growth
613,26-35,High,Retirement,Moderate-Aggressive,76,16,0,7,0,1,Aggressive Growth
614,56-65,Low,Retirement,Moderate-Conservative,23,53,7,17,0,0,Conservative Growth
615,56-65,High,Home Purchase,Moderate-Aggressive,90,9,0,1,0,0,Aggressive Growth
616,36-45,Medium-Low,Wealth Accumulation,Moderate-Conservative,7,22,61,7,1,2,Conservative Growth
617,46-55,Medium-High,Retirement,Conservative,39,42,1,12,1,5,Low-Risk Preservation
618,18-25,Medium,Education,Aggressive,16,21,4,9,49,1,High-Risk Aggressive
619,46-55,Medium-High,Wealth Accumulation,Moderate-Aggressive,45,4,50,0,1,0,Aggressive Growth
620,36-45,High,Education,Moderate-Conservative,62,24,11,2,0,1,Conservative Growth
621,56-65,Medium,Education,Balanced,96,4,0,0,0,0,Balanced Growth
622,46-55,High,Retirement,Moderate-Aggressive,88,6,4,2,0,0,Aggressive Growth
623,56-65,Medium-Low,Wealth Accumulation,Conservative,17,20,43,11,6,3,Low-Risk Preservation
624,18-25,Low,Short-term Savings,Conservative,27,27,42,2,1,1,Low-Risk Preservation
625,56-65,Medium,Retirement,Balanced,97,2,1,0,0,0,Balanced Growth
626,56-65,Medium-Low,Retirement,Moderate-Conservative,58,29,9,2,2,0,Conservative Growth
627,26-35,Medium-Low,Wealth Accumulation,Moderate-Aggressive,59,17,13,3,1,7,Aggressive Growth
628,26-35,Medium,Wealth Accumulation,Moderate-Conservative,10,67,19,1,0,3,Conservative Growth
629,65+,High,Education,Conservative,38,23,9,24,6,0,Low-Risk Preservation
630,26-35,Medium-Low,Wealth Accumulation,Moderate-Conservative,22,5,14,12,34,13,Conservative Growth
631,56-65,Medium-High,Education,Conservative,91,7,1,1,0,0,Low-Risk Preservation
632,36-45,Medium-Low,Retirement,Moderate-Conservative,73,4,2,5,15,1,Conservative Growth
633,56-65,High,Home Purchase,Balanced,92,8,0,0,0,0,Balanced Growth
634,36-45,High,Short-term Savings,Aggressive,21,78,0,1,0,0,High-Risk Aggressive
635,36-45,Medium-High,Retirement,Balanced,79,18,2,1,0,0,Balanced Growth
636,26-35,Medium-Low,Wealth Accumulation,Balanced,23,43,22,0,2,10,Balanced Growth
637,46-55,High,Short-term Savings,Aggressive,69,12,3,5,6,5,High-Risk Aggressive
638,18-25,Medium,Home Purchase,Aggressive,93,6,0,1,0,0,High-Risk Aggressive
639,26-35,Low,Home Purchase,Moderate-Aggressive,4,24,54,9,3,6,Aggressive Growth
640,26-35,Low,Education,Moderate-Aggressive,58,42,0,0,0,0,Aggressive Growth
641,46-55,Low,Short-term Savings,Balanced,15,84,0,0,0,1,Balanced Growth
642,18-25,Medium-Low,Education,Balanced,6,88,1,4,0,1,Balanced Growth
643,56-65,Medium-High,Retirement,Conservative,66,21,4,9,0,0,Low-Risk Preservation
644,65+,High,Short-term Savings,Conservative,25,18,25,27,4,1,Low-Risk Preservation
645,65+,Medium,Retirement,Moderate-Aggressive,55,18,26,1,0,0,Aggressive Growth
646,56-65,Medium,Education,Moderate-Aggressive,44,39,5,3,9,0,Aggressive Growth
647,26-35,Medium-Low,Short-term Savings,Conservative,20,76,3,0,0,1,Low-Risk Preservation
648,18-25,Low,Education,Conservative,48,50,1,0,1,0,Low-Risk Preservation
649,26-35,Medium-Low,Short-term Savings,Moderate-Conservative,75,18,1,4,0,2,Conservative Growth
650,36-45,Medium-High,Education,Moderate-Conservative,40,26,23,4,7,0,Conservative Growth
651,26-35,Medium-High,Home Purchase,Conservative,70,23,5,1,1,0,Low-Risk Preservation
652,26-35,High,Education,Moderate-Conservative,31,50,5,14,0,0,Conservative Growth
653,56-65,High,Home Purchase,Aggressive,68,32,0,0,0,0,High-Risk Aggressive
654,56-65,Medium-High,Education,Moderate-Aggressive,79,4,8,3,4,2,Aggressive Growth
655,56-65,Medium-High,Short-term Savings,Moderate-Aggressive,14,39,27,2,6,12,Aggressive Growth
656,65+,Medium-High,Short-term Savings,Conservative,35,62,2,0,0,1,Low-Risk Preservation
657,36-45,Medium-Low,Short-term Savings,Balanced,30,53,9,3,3,2,Balanced Growth
658,56-65,Medium-High,Wealth Accumulation,Conservative,7,20,69,1,2,1,Low-Risk Preservation
659,18-25,Medium,Retirement,Moderate-Conservative,13,35,3,4,8,37,Conservative Growth
660,65+,Low,Short-term Savings,Balanced,42,43,7,5,2,1,Balanced Growth
661,46-55,Medium-High,Home Purchase,Moderate-Conservative,71,9,1,14,0,5,Conservative Growth
662,18-25,Low,Short-term Savings,Aggressive,19,18,49,4,5,5,High-Risk Aggressive
663,18-25,Medium-Low,Wealth Accumulation,Moderate-Conservative,9,22,27,13,24,5,Conservative Growth
664,56-65,Low,Home Purchase,Aggressive,61,39,0,0,0,0,High-Risk Aggressive
665,46-55,Medium-Low,Wealth Accumulation,Aggressive,13,59,10,10,7,1,High-Risk Aggressive
666,46-55,Medium,Home Purchase,Moderate-Conservative,54,14,25,6,0,1,Conservative Growth
667,65+,Medium-Low,Education,Moderate-Conservative,35,37,26,2,0,0,Conservative Growth
668,46-55,Medium-Low,Retirement,Aggressive,22,9,14,36,16,3,High-Risk Aggressive
669,36-45,High,Retirement,Balanced,30,37,33,0,0,0,Balanced Growth
670,56-65,Medium-High,Wealth Accumulation,Aggressive,75,4,16,0,0,5,High-Risk Aggressive
671,46-55,Medium-High,Retirement,Moderate-Aggressive,3,42,35,13,1,6,Aggressive Growth
672,65+,Medium,Wealth Accumulation,Aggressive,6,39,1,36,14,4,High-Risk Aggressive
673,36-45,Medium,Wealth Accumulation,Balanced,45,29,10,3,1,12,Balanced Growth
674,26-35,Medium-High,Wealth Accumulation,Moderate-Aggressive,100,0,0,0,0,0,Aggressive Growth
675,26-35,High,Retirement,Conservative,2,30,37,11,20,0,Low-Risk Preservation
676,36-45,Medium-High,Wealth Accumulation,Conservative,89,9,2,0,0,0,Low-Risk Preservation
677,65+,High,Retirement,Balanced,83,9,1,0,3,4,Balanced Growth
678,36-45,Medium,Wealth Accumulation,Aggressive,70,21,9,0,0,0,High-Risk Aggressive
679,56-65,Low,Short-term Savings,Moderate-Conservative,19,55,3,9,2,12,Conservative Growth
680,56-65,Medium,Wealth Accumulation,Balanced,93,6,0,1,0,0,Balanced Growth
681,26-35,Medium,Home Purchase,Moderate-Aggressive,93,4,3,0,0,0,Aggressive Growth
682,46-55,Medium-Low,Wealth Accumulation,Moderate-Aggressive,80,12,0,7,0,1,Aggressive Growth
683,65+,Medium-Low,Education,Conservative,12,56,16,12,2,2,Low-Risk Preservation
684,26-35,Medium-Low,Wealth Accumulation,Moderate-Aggressive,25,13,24,36,0,2,Aggressive Growth
685,46-55,Medium-Low,Home Purchase,Balanced,5,80,1,9,0,5,Balanced Growth
686,46-55,High,Home Purchase,Moderate-Aggressive,43,57,0,0,0,0,Aggressive Growth
687,56-65,Medium-High,Retirement,Balanced,0,6,7,10,13,64,Balanced Growth
688,18-25,Low,Short-term Savings,Moderate-Conservative,28,37,7,12,9,7,Conservative Growth
689,18-25,Medium,Wealth Accumulation,Conservative,51,11,23,8,0,7,Low-Risk Preservation
690,36-45,High,Retirement,Moderate-Aggressive,62,21,8,6,1,2,Aggressive Growth
691,56-65,Low,Short-term Savings,Balanced,16,78,2,0,4,0,Balanced Growth
692,46-55,High,Wealth Accumulation,Aggressive,10,19,29,25,8,9,High-Risk Aggressive
693,65+,High,Education,Conservative,51,42,2,0,2,3,Low-Risk Preservation
694,18-25,Medium,Wealth Accumulation,Moderate-Conservative,37,58,3,0,1,1,Conservative Growth
695,46-55,Medium-High,Home Purchase,Balanced,36,52,10,0,0,2,Balanced Growth
696,18-25,Medium-Low,Home Purchase,Moderate-Conservative,53,21,23,2,0,1,Conservative Growth
697,18-25,Medium-High,Education,Moderate-Conservative,14,15,24,36,10,1,Conservative Growth
698,18-25,Medium,Retirement,Moderate-Aggressive,13,43,11,33,0,0,Aggressive Growth
699,65+,Medium,Short-term Savings,Moderate-Aggressive,51,32,2,12,2,1,Aggressive Growth
700,56-65,Medium,Wealth Accumulation,Balanced,62,6,8,24,0,0,Balanced Growth
701,65+,Low,Home Purchase,Aggressive,19,36,20,3,18,4,High-Risk Aggressive
702,26-35,Medium-High,Retirement,Balanced,96,2,0,0,1,1,Balanced Growth
703,46-55,Medium-High,Education,Aggressive,79,20,0,1,0,0,High-Risk Aggressive
704,56-65,High,Home Purchase,Moderate-Conservative,98,1,1,0,0,0,Conservative Growth
705,56-65,High,Education,Conservative,45,20,18,12,1,4,Low-Risk Preservation
706,56-65,High,Wealth Accumulation,Balanced,67,8,1,14,2,8,Balanced Growth
707,56-65,Medium,Short-term Savings,Balanced,26,61,7,6,0,0,Balanced Growth
708,65+,Medium-High,Home Purchase,Aggressive,32,34,8,6,12,8,High-Risk Aggressive
709,56-65,Medium,Home Purchase,Moderate-Conservative,99,1,0,0,0,0,Conservative Growth
710,36-45,Low,Wealth Accumulation,Moderate-Conservative,26,63,1,7,2,1,Conservative Growth
711,46-55,High,Retirement,Aggressive,61,31,2,6,0,0,High-Risk Aggressive
712,56-65,Medium,Short-term Savings,Moderate-Conservative,38,48,3,11,0,0,Conservative Growth
713,46-55,Medium,Home Purchase,Moderate-Aggressive,30,10,48,6,2,4,Aggressive Growth
714,36-45,Low,Short-term Savings,Conservative,25,15,36,13,4,7,Low-Risk Preservation
715,36-45,Medium-Low,Home Purchase,Balanced,47,33,16,4,0,0,Balanced Growth
716,46-55,Medium-High,Short-term Savings,Conservative,79,12,0,7,1,1,Low-Risk Preservation
717,18-25,Medium-Low,Education,Balanced,51,13,31,0,2,3,Balanced Growth
718,26-35,High,Home Purchase,Moderate-Aggressive,43,37,5,13,2,0,Aggressive Growth
719,18-25,Medium,Short-term Savings,Moderate-Conservative,11,24,48,15,1,1,Conservative Growth
720,18-25,Low,Retirement,Aggressive,90,6,2,0,0,2,High-Risk Aggressive
721,65+,Low,Education,Moderate-Aggressive,7,57,10,7,0,19,Aggressive Growth
722,18-25,Medium-High,Education,Conservative,54,4,29,2,9,2,Low-Risk Preservation
723,56-65,Medium-Low,Retirement,Aggressive,61,33,0,4,0,2,High-Risk Aggressive
724,65+,Medium-High,Short-term Savings,Moderate-Conservative,78,2,15,1,3,1,Conservative Growth
725,65+,Medium,Wealth Accumulation,Moderate-Aggressive,26,27,38,3,0,6,Aggressive Growth
726,36-45,Medium-High,Retirement,Aggressive,15,67,15,0,2,1,High-Risk Aggressive
727,18-25,Low,Short-term Savings,Moderate-Aggressive,29,10,47,14,0,0,Aggressive Growth
728,36-45,Low,Retirement,Moderate-Aggressive,100,0,0,0,0,0,Aggressive Growth
729,46-55,High,Retirement,Moderate-Conservative,94,1,2,0,2,1,Conservative Growth
730,26-35,High,Home Purchase,Balanced,52,1,31,7,8,1,Balanced Growth
731,65+,Medium,Short-term Savings,Aggressive,12,47,13,5,20,3,High-Risk Aggressive
732,46-55,Medium-Low,Wealth Accumulation,Moderate-Conservative,69,24,5,0,1,1,Conservative Growth
733,46-55,Medium-High,Home Purchase,Moderate-Aggressive,81,6,6,5,2,0,Aggressive Growth
734,56-65,Medium,Retirement,Moderate-Conservative,96,4,0,0,0,0,Conservative Growth
735,26-35,High,Retirement,Balanced,89,7,2,2,0,0,Balanced Growth
736,46-55,Medium-High,Retirement,Aggressive,42,3,10,23,15,7,High-Risk Aggressive
737,46-55,High,Short-term Savings,Balanced,9,76,12,3,0,0,Balanced Growth
738,26-35,Medium-High,Short-term Savings,Conservative,29,8,4,12,30,17,Low-Risk Preservation
739,26-35,Medium-Low,Home Purchase,Aggressive,8,67,18,1,2,4,High-Risk Aggressive
740,46-55,Medium,Wealth Accumulation,Balanced,8,8,34,19,0,31,Balanced Growth
741,26-35,Medium-High,Home Purchase,Moderate-Aggressive,31,51,1,12,1,4,Aggressive Growth
742,46-55,Low,Education,Aggressive,99,1,0,0,0,0,High-Risk Aggressive
743,46-55,Low,Retirement,Aggressive,25,50,3,7,12,3,High-Risk Aggressive
744,56-65,Medium-High,Retirement,Moderate-Conservative,56,16,8,12,4,4,Conservative Growth
745,18-25,Medium-High,Retirement,Moderate-Aggressive,81,9,8,1,0,1,Aggressive Growth
746,46-55,Medium-High,Home Purchase,Conservative,46,1,2,41,2,8,Low-Risk Preservation
747,36-45,Low,Home Purchase,Balanced,90,0,2,8,0,0,Balanced Growth
748,65+,Low,Retirement,Moderate-Conservative,96,4,0,0,0,0,Conservative Growth
749,18-25,Medium-High,Home Purchase,Balanced,69,17,9,0,5,0,Balanced Growth
750,18-25,High,Short-term Savings,Conservative,31,26,42,0,1,0,Low-Risk Preservation
751,18-25,High,Short-term Savings,Conservative,61,39,0,0,0,0,Low-Risk Preservation
752,56-65,Medium-Low,Home Purchase,Aggressive,70,1,7,20,1,1,High-Risk Aggressive
753,46-55,Medium,Retirement,Conservative,92,3,0,1,3,1,Low-Risk Preservation
754,56-65,High,Home Purchase,Balanced,66,20,9,1,1,3,Balanced Growth
755,46-55,Low,Home Purchase,Moderate-Aggressive,64,8,14,9,2,3,Aggressive Growth
756,56-65,High,Home Purchase,Moderate-Aggressive,98,2,0,0,0,0,Aggressive Growth
757,56-65,Medium-Low,Education,Aggressive,64,30,6,0,0,0,High-Risk Aggressive
758,65+,Medium-Low,Short-term Savings,Balanced,100,0,0,0,0,0,Balanced Growth
759,36-45,Medium,Wealth Accumulation,Balanced,48,29,13,7,2,1,Balanced Growth
760,56-65,High,Wealth Accumulation,Conservative,21,78,1,0,0,0,Low-Risk Preservation
761,65+,Low,Education,Balanced,35,43,8,10,4,0,Balanced Growth
762,26-35,Low,Home Purchase,Moderate-Conservative,24,68,2,6,0,0,Conservative Growth
763,36-45,Medium-High,Education,Conservative,8,85,2,3,2,0,Low-Risk Preservation
764,56-65,Low,Education,Moderate-Conservative,32,17,0,45,4,2,Conservative Growth
765,18-25,Medium,Retirement,Aggressive,76,19,3,0,2,0,High-Risk Aggressive
766,26-35,Medium,Short-term Savings,Moderate-Aggressive,32,8,3,32,4,21,Aggressive Growth
767,26-35,Low,Wealth Accumulation,Aggressive,1,98,0,1,0,0,High-Risk Aggressive
768,65+,Low,Home Purchase,Moderate-Aggressive,0,92,7,0,0,1,Aggressive Growth
769,26-35,Medium-High,Wealth Accumulation,Aggressive,53,25,4,1,12,5,High-Risk Aggressive
770,36-45,Low,Wealth Accumulation,Balanced,36,41,10,4,9,0,Balanced Growth
771,56-65,Medium-High,Short-term Savings,Moderate-Conservative,4,22,46,10,2,16,Conservative Growth
772,56-65,Medium-High,Wealth Accumulation,Moderate-Aggressive,49,49,2,0,0,0,Aggressive Growth
773,18-25,Low,Wealth Accumulation,Conservative,3,31,53,5,7,1,Low-Risk Preservation
774,65+,Medium-Low,Education,Moderate-Conservative,4,93,3,0,0,0,Conservative Growth
775,18-25,Medium-Low,Short-term Savings,Conservative,33,18,46,2,0,1,Low-Risk Preservation
776,26-35,Medium-High,Retirement,Moderate-Conservative,71,0,11,17,0,1,Conservative Growth
777,18-25,Low,Home Purchase,Moderate-Conservative,61,13,8,16,0,2,Conservative Growth
778,36-45,Medium-Low,Wealth Accumulation,Aggressive,96,0,3,0,0,1,High-Risk Aggressive
779,56-65,Low,Home Purchase,Moderate-Aggressive,7,90,3,0,0,0,Aggressive Growth
780,26-35,Low,Retirement,Moderate-Aggressive,3,61,21,2,8,5,Aggressive Growth
781,18-25,Low,Home Purchase,Moderate-Conservative,67,9,17,4,1,2,Conservative Growth
782,65+,High,Retirement,Balanced,96,4,0,0,0,0,Balanced Growth
783,36-45,Low,Education,Balanced,68,14,7,5,0,6,Balanced Growth
784,36-45,High,Wealth Accumulation,Conservative,31,34,23,7,3,2,Low-Risk Preservation
785,18-25,Medium-High,Retirement,Conservative,50,25,14,10,0,1,Low-Risk Preservation
786,56-65,Medium-Low,Home Purchase,Aggressive,98,0,2,0,0,0,High-Risk Aggressive
787,18-25,Medium-Low,Wealth Accumulation,Moderate-Conservative,44,31,21,4,0,0,Conservative Growth
788,26-35,Medium-Low,Education,Conservative,56,0,21,17,3,3,Low-Risk Preservation
789,18-25,Medium-Low,Wealth Accumulation,Conservative,89,7,0,1,0,3,Low-Risk Preservation
790,36-45,Medium-Low,Retirement,Moderate-Conservative,25,42,11,5,8,9,Conservative Growth
791,18-25,Medium-Low,Education,Aggressive,35,51,5,9,0,0,High-Risk Aggressive
792,56-65,Medium-Low,Home Purchase,Conservative,43,34,1,4,10,8,Low-Risk Preservation
793,65+,Medium-High,Education,Aggressive,34,9,3,37,15,2,High-Risk Aggressive
794,46-55,Low,Education,Moderate-Aggressive,22,29,43,3,3,0,Aggressive Growth
795,18-25,Medium,Short-term Savings,Aggressive,84,0,7,6,0,3,High-Risk Aggressive
796,56-65,High,Education,Balanced,3,80,5,7,1,4,Balanced Growth
797,56-65,Medium,Education,Balanced,70,0,11,14,2,3,Balanced Growth
798,65+,Medium,Wealth Accumulation,Aggressive,11,16,52,4,4,13,High-Risk Aggressive
799,36-45,Low,Home Purchase,Balanced,45,19,19,14,1,2,Balanced Growth
800,56-65,Low,Wealth Accumulation,Moderate-Aggressive,71,28,0,1,0,0,Aggressive Growth
801,56-65,Low,Wealth Accumulation,Moderate-Conservative,34,36,13,1,15,1,Conservative Growth
802,56-65,Medium-Low,Retirement,Balanced,28,34,1,1,27,9,Balanced Growth
803,56-65,Medium-High,Wealth Accumulation,Balanced,88,10,2,0,0,0,Balanced Growth
804,26-35,Medium-Low,Short-term Savings,Aggressive,36,41,5,10,0,8,High-Risk Aggressive
805,26-35,Medium-High,Short-term Savings,Moderate-Aggressive,90,2,2,2,4,0,Aggressive Growth
806,36-45,Medium-High,Retirement,Moderate-Conservative,35,10,21,31,2,1,Conservative Growth
807,18-25,Medium,Home Purchase,Aggressive,30,45,23,0,1,1,High-Risk Aggressive
808,56-65,Medium,Home Purchase,Aggressive,65,16,0,13,4,2,High-Risk Aggressive
809,65+,Medium-High,Wealth Accumulation,Moderate-Aggressive,2,71,10,15,1,1,Aggressive Growth
810,18-25,Medium-High,Wealth Accumulation,Moderate-Conservative,10,12,8,50,3,17,Conservative Growth
811,65+,Medium-Low,Wealth Accumulation,Moderate-Aggressive,99,0,1,0,0,0,Aggressive Growth
812,18-25,Medium-Low,Home Purchase,Moderate-Conservative,81,3,6,7,2,1,Conservative Growth
813,36-45,Medium,Education,Moderate-Aggressive,12,36,20,20,1,11,Aggressive Growth
814,56-65,Low,Short-term Savings,Aggressive,75,12,8,1,3,1,High-Risk Aggressive
815,56-65,Medium-High,Education,Aggressive,79,12,7,1,0,1,High-Risk Aggressive
816,46-55,Medium-Low,Education,Conservative,89,6,3,1,0,1,Low-Risk Preservation
817,65+,Medium,Home Purchase,Balanced,35,65,0,0,0,0,Balanced Growth
818,18-25,Medium-Low,Education,Moderate-Aggressive,71,12,9,8,0,0,Aggressive Growth
819,18-25,Medium-High,Retirement,Conservative,0,34,4,17,25,20,Low-Risk Preservation
820,26-35,Medium-High,Wealth Accumulation,Balanced,68,23,4,3,1,1,Balanced Growth
821,46-55,High,Retirement,Moderate-Aggressive,94,3,3,0,0,0,Aggressive Growth
822,26-35,Low,Short-term Savings,Moderate-Conservative,41,16,42,0,1,0,Conservative Growth
823,26-35,High,Wealth Accumulation,Balanced,54,43,0,0,0,3,Balanced Growth
824,26-35,Medium,Education,Aggressive,60,24,6,2,5,3,High-Risk Aggressive
825,65+,Medium-Low,Short-term Savings,Conservative,25,16,48,2,5,4,Low-Risk Preservation
826,65+,Medium,Wealth Accumulation,Balanced,9,67,13,10,1,0,Balanced Growth
827,36-45,Medium-High,Education,Balanced,58,16,6,8,8,4,Balanced Growth
828,36-45,High,Retirement,Aggressive,5,39,27,26,2,1,High-Risk Aggressive
829,26-35,High,Wealth Accumulation,Moderate-Aggressive,37,9,14,9,18,13,Aggressive Growth
830,46-55,High,Education,Moderate-Conservative,80,13,5,0,0,2,Conservative Growth
831,18-25,Medium,Retirement,Aggressive,94,6,0,0,0,0,High-Risk Aggressive
832,65+,Medium-High,Short-term Savings,Moderate-Conservative,27,63,7,2,1,0,Conservative Growth
833,46-55,Medium-Low,Short-term Savings,Moderate-Aggressive,40,40,0,6,7,7,Aggressive Growth
834,56-65,Medium-Low,Short-term Savings,Balanced,15,25,14,2,28,16,Balanced Growth
835,65+,Medium,Short-term Savings,Moderate-Conservative,73,8,9,1,4,5,Conservative Growth
836,65+,High,Home Purchase,Conservative,13,62,9,2,6,8,Low-Risk Preservation
837,36-45,Low,Wealth Accumulation,Conservative,11,66,11,7,5,0,Low-Risk Preservation
838,18-25,Medium,Wealth Accumulation,Aggressive,100,0,0,0,0,0,High-Risk Aggressive
839,18-25,Medium,Home Purchase,Moderate-Aggressive,11,3,33,10,34,9,Aggressive Growth
840,56-65,Medium-High,Education,Aggressive,62,3,10,21,0,4,High-Risk Aggressive
841,56-65,Medium-Low,Education,Aggressive,78,22,0,0,0,0,High-Risk Aggressive
842,65+,Medium,Short-term Savings,Aggressive,29,56,5,9,1,0,High-Risk Aggressive
843,26-35,Medium,Retirement,Conservative,81,2,6,1,6,4,Low-Risk Preservation
844,36-45,High,Education,Conservative,96,0,4,0,0,0,Low-Risk Preservation
845,36-45,High,Retirement,Aggressive,22,11,50,16,1,0,High-Risk Aggressive
846,65+,Low,Wealth Accumulation,Conservative,45,15,26,12,1,1,Low-Risk Preservation
847,46-55,Medium-High,Retirement,Moderate-Aggressive,54,9,4,21,0,12,Aggressive Growth
848,26-35,Low,Wealth Accumulation,Aggressive,51,47,1,0,1,0,High-Risk Aggressive
849,65+,High,Home Purchase,Conservative,55,13,10,8,8,6,Low-Risk Preservation
850,26-35,Medium-Low,Home Purchase,Moderate-Conservative,60,33,2,3,2,0,Conservative Growth
851,26-35,High,Short-term Savings,Aggressive,14,36,5,1,26,18,High-Risk Aggressive
852,26-35,Medium-High,Education,Aggressive,42,0,31,23,3,1,High-Risk Aggressive
853,65+,High,Short-term Savings,Moderate-Aggressive,19,81,0,0,0,0,Aggressive Growth
854,36-45,Medium-High,Wealth Accumulation,Balanced,54,7,9,17,6,7,Balanced Growth
855,36-45,Medium-High,Short-term Savings,Balanced,43,19,36,0,0,2,Balanced Growth
856,26-35,Medium-High,Retirement,Moderate-Aggressive,85,15,0,0,0,0,Aggressive Growth
857,46-55,Medium-High,Wealth Accumulation,Moderate-Aggressive,89,8,1,1,1,0,Aggressive Growth
858,18-25,Medium-High,Home Purchase,Moderate-Aggressive,47,21,24,3,1,4,Aggressive Growth
859,65+,Medium-Low,Education,Balanced,6,58,22,14,0,0,Balanced Growth
860,18-25,Low,Wealth Accumulation,Moderate-Aggressive,31,39,26,4,0,0,Aggressive Growth
861,46-55,Medium,Wealth Accumulation,Conservative,72,22,2,1,0,3,Low-Risk Preservation
862,65+,Low,Retirement,Aggressive,13,84,0,0,1,2,High-Risk Aggressive
863,26-35,Medium-High,Education,Aggressive,18,2,65,10,5,0,High-Risk Aggressive
864,36-45,Medium-Low,Home Purchase,Moderate-Conservative,7,78,3,7,2,3,Conservative Growth
865,18-25,High,Wealth Accumulation,Moderate-Conservative,78,9,5,6,0,2,Conservative Growth
866,56-65,Medium-Low,Wealth Accumulation,Aggressive,53,3,16,24,2,2,High-Risk Aggressive
867,56-65,Medium-High,Retirement,Conservative,86,12,1,1,0,0,Low-Risk Preservation
868,46-55,Medium-Low,Short-term Savings,Balanced,13,8,53,3,14,9,Balanced Growth
869,26-35,Medium-Low,Home Purchase,Balanced,46,26,27,0,1,0,Balanced Growth
870,18-25,Medium-High,Education,Conservative,75,7,4,11,1,2,Low-Risk Preservation
871,26-35,Medium-Low,Wealth Accumulation,Balanced,2,1,91,1,2,3,Balanced Growth
872,18-25,Medium,Wealth Accumulation,Moderate-Aggressive,92,6,0,2,0,0,Aggressive Growth
873,46-55,Medium,Home Purchase,Aggressive,46,13,14,8,11,8,High-Risk Aggressive
874,46-55,Medium-Low,Short-term Savings,Aggressive,71,12,10,1,0,6,High-Risk Aggressive
875,56-65,High,Wealth Accumulation,Conservative,84,13,3,0,0,0,Low-Risk Preservation
876,26-35,Medium-High,Home Purchase,Balanced,52,25,4,8,0,11,Balanced Growth
877,65+,Medium,Retirement,Moderate-Conservative,98,2,0,0,0,0,Conservative Growth
878,56-65,High,Short-term Savings,Moderate-Conservative,4,61,15,18,1,1,Conservative Growth
879,26-35,Medium-Low,Education,Balanced,26,64,6,2,1,1,Balanced Growth
880,56-65,High,Wealth Accumulation,Moderate-Conservative,57,38,1,1,2,1,Conservative Growth
881,65+,Low,Home Purchase,Conservative,66,16,10,6,0,2,Low-Risk Preservation
882,36-45,Medium,Retirement,Conservative,46,35,10,9,0,0,Low-Risk Preservation
883,36-45,Medium-Low,Education,Balanced,25,22,51,2,0,0,Balanced Growth
884,36-45,Medium-High,Home Purchase,Moderate-Conservative,71,17,11,0,1,0,Conservative Growth
885,36-45,Medium-Low,Home Purchase,Conservative,12,58,11,6,7,6,Low-Risk Preservation
886,18-25,Medium-High,Education,Conservative,59,9,32,0,0,0,Low-Risk Preservation
887,36-45,Medium-Low,Retirement,Moderate-Aggressive,32,47,17,3,0,1,Aggressive Growth
888,65+,High,Retirement,Moderate-Aggressive,23,0,41,5,29,2,Aggressive Growth
889,46-55,High,Short-term Savings,Conservative,32,60,3,3,1,1,Low-Risk Preservation
890,46-55,High,Wealth Accumulation,Balanced,96,2,0,2,0,0,Balanced Growth
891,18-25,Low,Education,Aggressive,57,25,0,18,0,0,High-Risk Aggressive
892,36-45,Medium-High,Education,Aggressive,55,38,4,2,0,1,High-Risk Aggressive
893,36-45,High,Education,Conservative,62,18,11,5,2,2,Low-Risk Preservation
894,36-45,Low,Retirement,Conservative,27,9,55,1,0,8,Low-Risk Preservation
895,56-65,Medium-High,Wealth Accumulation,Conservative,55,34,2,8,0,1,Low-Risk Preservation
896,26-35,Medium-Low,Short-term Savings,Balanced,4,14,47,28,0,7,Balanced Growth
897,56-65,Low,Home Purchase,Moderate-Aggressive,29,29,8,2,11,21,Aggressive Growth
898,26-35,Medium,Home Purchase,Conservative,53,14,1,15,4,13,Low-Risk Preservation
899,36-45,Low,Education,Conservative,29,32,19,6,13,1,Low-Risk Preservation
900,36-45,Low,Wealth Accumulation,Moderate-Conservative,5,72,5,18,0,0,Conservative Growth
901,56-65,Medium-High,Retirement,Balanced,78,5,8,0,0,9,Balanced Growth
902,56-65,Medium-Low,Wealth Accumulation,Conservative,16,59,0,8,10,7,Low-Risk Preservation
903,26-35,Medium,Wealth Accumulation,Moderate-Conservative,37,28,3,22,8,2,Conservative Growth
904,46-55,High,Retirement,Aggressive,55,37,8,0,0,0,High-Risk Aggressive
905,26-35,High,Education,Conservative,19,15,24,8,22,12,Low-Risk Preservation
906,56-65,Low,Wealth Accumulation,Conservative,18,24,11,28,12,7,Low-Risk Preservation
907,65+,Medium-High,Home Purchase,Moderate-Conservative,59,30,10,0,0,1,Conservative Growth
908,56-65,Medium-High,Retirement,Balanced,15,19,45,17,3,1,Balanced Growth
